protein,seq_len,anchor_positions,alpha,intervention_target,P_L5,P_L2,P_L,kl_div,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
1A8LA,226,"[137, 25, 27]",14.0,q_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,3.7551824789261445e-05,0.9072834253311157,0.897827684879303,0.5694239735603333,2.0039281845092773,0.2562509367292514
1A8LA,226,"[137, 25, 27]",16.0,q_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,4.015041486127302e-05,0.9072834253311157,0.8978944420814514,0.5690211057662964,2.004274368286133,0.2562952047413416
1A8LA,226,"[137, 25, 27]",32.0,q_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,5.9284862800268456e-05,0.9072834253311157,0.8981434106826782,0.5668826103210449,2.0059080123901367,0.25650410585624644
1A8LA,226,"[137, 25, 27]",0.0,v_only,0.9777777777777777,0.8495575221238938,0.6902654867256637,0.0,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",0.5,v_only,0.9777777777777777,0.8584070796460177,0.6858407079646017,2.4275679606944323e-05,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",1.0,v_only,0.9777777777777777,0.8495575221238938,0.6858407079646017,0.00011016272037522867,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",2.0,v_only,0.9777777777777777,0.8495575221238938,0.6858407079646017,0.0005834068288095295,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",4.0,v_only,0.9777777777777777,0.8495575221238938,0.672566371681416,0.0033368789590895176,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",8.0,v_only,0.9777777777777777,0.8584070796460177,0.672566371681416,0.012454796582460403,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",10.0,v_only,0.9777777777777777,0.8495575221238938,0.672566371681416,0.019121874123811722,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",12.0,v_only,0.9777777777777777,0.8584070796460177,0.6814159292035398,0.0290569756180048,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",14.0,v_only,0.9555555555555556,0.8672566371681416,0.6814159292035398,0.04494345933198929,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",16.0,v_only,0.9555555555555556,0.8672566371681416,0.6548672566371682,0.07504201680421829,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
1A8LA,226,"[137, 25, 27]",32.0,v_only,0.26666666666666666,0.17699115044247787,0.1504424778761062,0.48599445819854736,0.9061628580093384,0.8950357437133789,0.5695821642875671,2.0255627632141113,0.2590174435839938
