feature,coefficient,abs_coefficient
charge_-25,-0.207087,0.207087
flex_-6,-0.202407,0.202407
charge_24,-0.195533,0.195533
charge_-11,-0.192882,0.192882
charge_16,0.189284,0.189284
flex_-16,0.186261,0.186261
charge_11,-0.181370,0.181370
charge_-18,0.164734,0.164734
charge_8,-0.153680,0.153680
charge_21,0.149939,0.149939
charge_-19,0.145855,0.145855
charge_-13,-0.137670,0.137670
flex_-23,-0.130743,0.130743
hydro_-1,0.130613,0.130613
flex_15,-0.120844,0.120844
charge_-6,-0.119346,0.119346
flex_10,0.118602,0.118602
charge_-3,0.115121,0.115121
charge_6,0.113517,0.113517
charge_-29,-0.113382,0.113382
charge_-23,-0.109714,0.109714
charge_7,-0.107655,0.107655
charge_15,0.107217,0.107217
charge_23,-0.102649,0.102649
hydro_2,0.101646,0.101646
charge_14,0.100812,0.100812
charge_17,-0.095748,0.095748
charge_-8,-0.094936,0.094936
charge_26,-0.094894,0.094894
charge_10,-0.093117,0.093117
charge_-21,-0.092491,0.092491
charge_-7,0.092395,0.092395
charge_-1,-0.091575,0.091575
charge_-28,0.087869,0.087869
charge_-5,-0.081342,0.081342
charge_-14,-0.081192,0.081192
hydro_-25,-0.077573,0.077573
charge_28,0.074011,0.074011
charge_-24,0.072934,0.072934
hydro_-26,-0.071075,0.071075
flex_-19,0.069607,0.069607
hydro_-18,-0.066978,0.066978
hydro_4,0.063880,0.063880
charge_-10,-0.057769,0.057769
hydro_-6,-0.053874,0.053874
hydro_-30,-0.053277,0.053277
hydro_7,0.052970,0.052970
hydro_8,0.052258,0.052258
charge_27,0.052048,0.052048
hydro_6,0.051875,0.051875
hydro_-21,-0.048716,0.048716
charge_-9,0.048344,0.048344
hydro_-29,-0.045737,0.045737
hydro_-23,-0.044668,0.044668
hydro_9,0.040829,0.040829
charge_18,-0.040074,0.040074
hydro_-19,-0.038854,0.038854
hydro_17,0.038680,0.038680
hydro_19,0.038424,0.038424
charge_30,-0.037444,0.037444
hydro_3,-0.037040,0.037040
hydro_11,0.036026,0.036026
hydro_10,0.035486,0.035486
hydro_-3,0.034557,0.034557
charge_25,-0.033184,0.033184
hydro_-11,0.031684,0.031684
hydro_-14,-0.029958,0.029958
hydro_16,-0.029940,0.029940
hydro_-9,0.028736,0.028736
hydro_22,0.028107,0.028107
hydro_-17,-0.027817,0.027817
charge_-16,0.026701,0.026701
charge_12,-0.025938,0.025938
charge_13,-0.024866,0.024866
hydro_25,-0.024092,0.024092
hydro_1,0.023975,0.023975
hydro_-13,0.023843,0.023843
charge_-15,0.023769,0.023769
hydro_20,-0.022879,0.022879
charge_-12,0.022751,0.022751
hydro_-24,-0.020861,0.020861
hydro_18,0.020230,0.020230
hydro_21,0.018987,0.018987
hydro_-22,-0.017914,0.017914
hydro_-8,0.017795,0.017795
hydro_23,0.015915,0.015915
hydro_26,0.015612,0.015612
charge_-27,-0.015101,0.015101
hydro_29,-0.013885,0.013885
hydro_15,0.012938,0.012938
hydro_30,0.012270,0.012270
hydro_-20,0.011839,0.011839
hydro_-28,-0.010920,0.010920
hydro_-10,0.009628,0.009628
hydro_-12,0.009310,0.009310
charge_-4,-0.009233,0.009233
hydro_-27,-0.009155,0.009155
charge_22,-0.008786,0.008786
hydro_-16,-0.008085,0.008085
hydro_-2,0.007504,0.007504
volume_6,-0.006805,0.006805
hydro_-5,-0.006131,0.006131
hydro_13,0.005961,0.005961
volume_-29,0.005939,0.005939
charge_-22,-0.005912,0.005912
volume_3,-0.005827,0.005827
volume_4,-0.005606,0.005606
hydro_12,-0.004807,0.004807
hydro_14,0.004797,0.004797
volume_30,0.004771,0.004771
volume_-6,-0.004620,0.004620
hydro_27,-0.003984,0.003984
charge_20,0.003936,0.003936
volume_29,0.003788,0.003788
charge_29,0.003782,0.003782
volume_0,-0.003704,0.003704
volume_-20,0.003563,0.003563
volume_-2,0.003547,0.003547
volume_-12,0.003424,0.003424
volume_-5,-0.003352,0.003352
hydro_-7,0.003178,0.003178
volume_14,-0.002817,0.002817
volume_21,0.002557,0.002557
volume_2,0.002551,0.002551
hydro_-15,0.002547,0.002547
volume_-7,-0.002490,0.002490
volume_20,-0.002449,0.002449
volume_22,-0.002443,0.002443
volume_5,-0.002367,0.002367
volume_1,0.002259,0.002259
volume_23,-0.002120,0.002120
volume_-30,0.002060,0.002060
volume_26,0.002015,0.002015
volume_-22,0.001928,0.001928
volume_-8,0.001853,0.001853
hydro_-4,0.001801,0.001801
volume_-23,0.001783,0.001783
volume_-14,0.001778,0.001778
volume_25,-0.001742,0.001742
volume_-1,-0.001697,0.001697
volume_24,0.001677,0.001677
volume_15,-0.001593,0.001593
volume_-19,-0.001556,0.001556
hydro_28,-0.001526,0.001526
volume_-17,0.001505,0.001505
volume_17,-0.001440,0.001440
volume_-15,-0.001418,0.001418
volume_8,0.001392,0.001392
volume_16,0.001382,0.001382
volume_-26,0.001378,0.001378
volume_-25,-0.001368,0.001368
volume_11,0.001365,0.001365
hydro_5,0.001222,0.001222
volume_-16,0.001219,0.001219
volume_-11,0.001165,0.001165
volume_12,0.001153,0.001153
volume_9,0.001099,0.001099
volume_7,-0.001040,0.001040
volume_-13,0.001036,0.001036
volume_-18,0.000960,0.000960
volume_28,-0.000901,0.000901
volume_-28,0.000773,0.000773
volume_-10,-0.000765,0.000765
volume_-27,0.000457,0.000457
volume_10,0.000423,0.000423
volume_13,-0.000365,0.000365
hydro_24,-0.000273,0.000273
volume_18,0.000243,0.000243
volume_-24,-0.000232,0.000232
volume_27,-0.000186,0.000186
volume_-21,0.000183,0.000183
volume_-3,-0.000173,0.000173
volume_-4,0.000147,0.000147
volume_-9,-0.000129,0.000129
volume_19,-0.000107,0.000107
