protein,context,variant,alpha,segment_metric,delta_from_context_baseline,anchor_positions,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
2B61A,flank,ln_all,4.0,0.008230254054069519,-0.5655684024095535,"[315, 163, 181]",0.054778337478637695,3.1104168556339573e-06,0.02339995466172695,8.297280311584473,0.9694873142565511
2B61A,flank,ln_all,8.0,0.008188276551663876,-0.5656103799119592,"[315, 163, 181]",0.054778337478637695,1.871980209733337e-10,0.02488849312067032,8.291894912719727,0.9688580627807037
2B61A,flank,ln_all,10.0,0.009263155050575733,-0.5645355014130473,"[315, 163, 181]",0.054778337478637695,1.6004563126170712e-12,0.025483302772045135,8.28973388671875,0.9686055598863759
2B61A,flank,ln_all,12.0,0.01087979320436716,-0.5629188632592559,"[315, 163, 181]",0.054778337478637695,1.4062532469874198e-14,0.025928236544132233,8.288107872009277,0.9684155698445271
2B61A,flank,ln_all,14.0,0.012653857469558716,-0.5611447989940643,"[315, 163, 181]",0.054778337478637695,1.2602182659029082e-16,0.02624553255736828,8.286943435668945,0.9682795124597193
2B61A,flank,ln_all,16.0,0.00843519251793623,-0.5653634639456868,"[315, 163, 181]",0.054778337478637695,1.1467208967725685e-18,0.02646711654961109,8.286127090454102,0.9681841274299114
2B61A,flank,ln_all,32.0,0.0067075942642986774,-0.5670910621993244,"[315, 163, 181]",0.054778337478637695,7.469695497483905e-35,0.026952004060149193,8.284326553344727,0.967973745495008
2B61A,flank,k_only,0.0,0.573798656463623,0.0,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,k_only,0.5,0.47941240668296814,-0.09438624978065491,"[315, 163, 181]",0.26454058289527893,0.25646084547042847,0.22968126833438873,6.975030899047852,0.8149904208651507
2B61A,flank,k_only,1.0,0.37157532572746277,-0.20222333073616028,"[315, 163, 181]",0.2064610719680786,0.20527122914791107,0.18453319370746613,7.3115129470825195,0.8543063249679951
2B61A,flank,k_only,2.0,0.2072918862104416,-0.36650677025318146,"[315, 163, 181]",0.1344670206308365,0.12583670020103455,0.11393047869205475,7.792457103729248,0.9105017578357776
2B61A,flank,k_only,4.0,0.029005326330661774,-0.5447933301329613,"[315, 163, 181]",0.07003557682037354,0.042482174932956696,0.03895261511206627,8.203771591186523,0.9585613825302716
2B61A,flank,k_only,8.0,0.010356680490076542,-0.5634419759735465,"[315, 163, 181]",0.05466514825820923,0.004412917420268059,0.022145306691527367,8.307218551635742,0.9706485378495746
2B61A,flank,k_only,10.0,0.009924306534230709,-0.5638743499293923,"[315, 163, 181]",0.054768890142440796,0.0014947510790079832,0.022221583873033524,8.30588150024414,0.9704923114339313
2B61A,flank,k_only,12.0,0.009814554825425148,-0.5639841016381979,"[315, 163, 181]",0.05477762594819069,0.000531589612364769,0.02224356308579445,8.303802490234375,0.970249391615028
2B61A,flank,k_only,14.0,0.009783988818526268,-0.5640146676450968,"[315, 163, 181]",0.05478338897228241,0.00019766902551054955,0.022250132635235786,8.302543640136719,0.970102302550371
2B61A,flank,k_only,16.0,0.009775090962648392,-0.5640235655009747,"[315, 163, 181]",0.05478484928607941,7.628598541487008e-05,0.0222521610558033,8.301897048950195,0.9700267522580699
2B61A,flank,k_only,32.0,0.009771120734512806,-0.5640275357291102,"[315, 163, 181]",0.0547853484749794,7.094580212196888e-08,0.02225317619740963,8.301304817199707,0.9699575535390152
2B61A,flank,v_only,0.0,0.573798656463623,0.0,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,0.5,0.5816907286643982,0.007892072200775146,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,1.0,0.5841904282569885,0.010391771793365479,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,2.0,0.5702622532844543,-0.003536403179168701,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,4.0,0.45751726627349854,-0.11628139019012451,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,8.0,0.07142062485218048,-0.5023780316114426,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,10.0,0.010740730911493301,-0.5630579255521297,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,12.0,0.009492069482803345,-0.5643065869808197,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,14.0,0.009280147030949593,-0.5645185094326735,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,16.0,0.009236604906618595,-0.5645620515570045,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,flank,v_only,32.0,0.007925203070044518,-0.5658734533935785,"[315, 163, 181]",0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
1PVGA,full,baseline,nan,1.0,0.0,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,corrupt_head_patch_from_flank,nan,1.0248067378997803,0.024806737899780273,"[101, 149, 103]",0.20537728071212769,0.1932343691587448,0.18715031445026398,7.296830177307129,0.8380072610561239
1PVGA,full,ln_all,0.0,1.0,0.0,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,ln_all,0.5,1.0195168256759644,0.019516825675964355,"[101, 149, 103]",0.5656917095184326,0.4992462694644928,0.44170069694519043,4.502028465270996,0.5170371862444477
1PVGA,full,ln_all,1.0,1.0323708057403564,0.032370805740356445,"[101, 149, 103]",0.29956740140914917,0.14918677508831024,0.13294826447963715,6.178938388824463,0.7096225497417632
1PVGA,full,ln_all,2.0,1.0287837982177734,0.028783798217773438,"[101, 149, 103]",0.2543657124042511,0.006911228410899639,0.1021713986992836,6.470163345336914,0.7430683915974734
1PVGA,full,ln_all,4.0,1.0274792909622192,0.02747929096221924,"[101, 149, 103]",0.256126344203949,2.749517807387747e-05,0.10338132828474045,6.444042682647705,0.7400685540700455
1PVGA,full,ln_all,8.0,1.0257083177566528,0.025708317756652832,"[101, 149, 103]",0.25613144040107727,2.7982447470265015e-09,0.10376988351345062,6.43801212310791,0.7393759721461443
1PVGA,full,ln_all,10.0,1.0360840559005737,0.03608405590057373,"[101, 149, 103]",0.25613144040107727,5.0760264047600145e-11,0.10371549427509308,6.437191963195801,0.7392817805663934
1PVGA,full,ln_all,12.0,1.0022903680801392,0.00229036808013916,"[101, 149, 103]",0.25613144040107727,1.0738514027650026e-12,0.10359860211610794,6.436821460723877,0.7392392300678663
1PVGA,full,ln_all,14.0,0.5200785398483276,-0.47992146015167236,"[101, 149, 103]",0.25613144040107727,2.406976595576045e-14,0.1034528985619545,6.436666965484619,0.7392214870028435
1PVGA,full,ln_all,16.0,0.00935514084994793,-0.9906448591500521,"[101, 149, 103]",0.25613144040107727,5.507763976885308e-16,0.10329631716012955,6.436620712280273,0.7392161750358459
1PVGA,full,ln_all,32.0,0.006951176095753908,-0.9930488239042461,"[101, 149, 103]",0.25613144040107727,4.53142126038597e-29,0.10231905430555344,6.436923980712891,0.7392510040153352
1PVGA,full,k_only,0.0,1.0,0.0,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,k_only,0.5,1.0008949041366577,0.0008949041366577148,"[101, 149, 103]",0.8415272235870361,0.7983646988868713,0.6995460987091064,2.497957229614258,0.28687885634703303
1PVGA,full,k_only,1.0,1.0021778345108032,0.0021778345108032227,"[101, 149, 103]",0.7979546785354614,0.7496770620346069,0.6582619547843933,2.8622665405273438,0.3287180989218392
1PVGA,full,k_only,2.0,1.00605309009552,0.0060530900955200195,"[101, 149, 103]",0.6843480467796326,0.6277299523353577,0.5534923672676086,3.7063608169555664,0.42565842992510416
1PVGA,full,k_only,4.0,1.0162996053695679,0.01629960536956787,"[101, 149, 103]",0.43244311213493347,0.3378557860851288,0.30006852746009827,5.379081726074219,0.6177627044525872
1PVGA,full,k_only,8.0,1.0229989290237427,0.022998929023742676,"[101, 149, 103]",0.24726106226444244,0.046202171593904495,0.09757474809885025,6.459247589111328,0.7418147673860442
1PVGA,full,k_only,10.0,1.0227373838424683,0.02273738384246826,"[101, 149, 103]",0.2500823438167572,0.015782862901687622,0.10070280730724335,6.486917495727539,0.744992528426618
1PVGA,full,k_only,12.0,1.0224010944366455,0.022401094436645508,"[101, 149, 103]",0.25322043895721436,0.005530073773115873,0.10168559104204178,6.480156898498535,0.7442161050442292
1PVGA,full,k_only,14.0,1.0221784114837646,0.02217841148376465,"[101, 149, 103]",0.2540077567100525,0.0020033589098602533,0.10199941694736481,6.472539901733398,0.7433413281285657
1PVGA,full,k_only,16.0,1.0220513343811035,0.022051334381103516,"[101, 149, 103]",0.2540428638458252,0.0007492228760384023,0.10210302472114563,6.468023300170898,0.7428226172893792
1PVGA,full,k_only,32.0,1.0219048261642456,0.021904826164245605,"[101, 149, 103]",0.25405195355415344,6.368064191519807e-07,0.10215884447097778,6.463655948638916,0.7423210471272055
1PVGA,full,v_only,0.0,1.0,0.0,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,0.5,1.0033693313598633,0.0033693313598632812,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,1.0,1.0066450834274292,0.006645083427429199,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,2.0,1.0129168033599854,0.012916803359985352,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,4.0,1.0243510007858276,0.024351000785827637,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,8.0,1.038503885269165,0.03850388526916504,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,10.0,1.0148404836654663,0.014840483665466309,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,12.0,0.8456199169158936,-0.15438008308410645,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,14.0,0.7530659437179565,-0.24693405628204346,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,16.0,0.4330440163612366,-0.5669559836387634,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,full,v_only,32.0,0.007993816398084164,-0.9920061836019158,"[101, 149, 103]",0.8770675659179688,0.8389075994491577,0.7335516810417175,2.1802420616149902,0.2503907359904606
1PVGA,flank,baseline,nan,0.5921317934989929,0.0,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,corrupt_head_patch_from_flank,nan,0.42344343662261963,-0.1686883568763733,"[101, 226, 90]",0.20537728071212769,0.2442745566368103,0.18715031445026398,7.296830177307129,0.8380072610561239
1PVGA,flank,ln_all,0.0,0.5921317934989929,0.0,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,ln_all,0.5,0.24836507439613342,-0.3437667191028595,"[101, 226, 90]",0.07957620918750763,0.0715489462018013,0.06190627068281174,8.151933670043945,0.936211949729906
1PVGA,flank,ln_all,1.0,0.2949292063713074,-0.29720258712768555,"[101, 226, 90]",0.04429629445075989,0.012440263293683529,0.017994651570916176,8.340606689453125,0.9578801750261434
1PVGA,flank,ln_all,2.0,0.33661168813705444,-0.2555201053619385,"[101, 226, 90]",0.04384458810091019,0.0004247658362146467,0.0182300116866827,8.341243743896484,0.9579533377880896
1PVGA,flank,ln_all,4.0,0.32181316614151,-0.2703186273574829,"[101, 226, 90]",0.043864667415618896,1.0147192597287358e-06,0.018222101032733917,8.337762832641602,0.9575535711996117
1PVGA,flank,ln_all,8.0,0.011093582957983017,-0.5810382105410099,"[101, 226, 90]",0.043864697217941284,1.4951151428022058e-11,0.018153076991438866,8.335710525512695,0.9573178732000489
1PVGA,flank,ln_all,10.0,0.008986692875623703,-0.5831451006233692,"[101, 226, 90]",0.043864697217941284,6.538687776988517e-14,0.018115485087037086,8.335184097290039,0.95725741534886
1PVGA,flank,ln_all,12.0,0.011416740715503693,-0.5807150527834892,"[101, 226, 90]",0.043864697217941284,3.0103910934420417e-16,0.01808447763323784,8.334894180297852,0.9572241197206689
1PVGA,flank,ln_all,14.0,0.010789327323436737,-0.5813424661755562,"[101, 226, 90]",0.043864697217941284,1.460451064369537e-18,0.018062397837638855,8.334739685058594,0.9572063766556461
1PVGA,flank,ln_all,16.0,0.009756919927895069,-0.5823748735710979,"[101, 226, 90]",0.043864697217941284,7.506573586039228e-21,0.018048128113150597,8.334650993347168,0.9571961908220219
1PVGA,flank,ln_all,32.0,0.0073586758226156235,-0.5847731176763773,"[101, 226, 90]",0.043864697217941284,2.5258494502556544e-38,0.01802792027592659,8.334386825561523,0.9571658523713347
1PVGA,flank,k_only,0.0,0.5921317934989929,0.0,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,k_only,0.5,0.4922521114349365,-0.0998796820640564,"[101, 226, 90]",0.2213243544101715,0.25210583209991455,0.21759796142578125,7.1752166748046875,0.8240405117056376
1PVGA,flank,k_only,1.0,0.38455167412757874,-0.20758011937141418,"[101, 226, 90]",0.17671450972557068,0.19988299906253815,0.1728203147649765,7.491208076477051,0.860330665457094
1PVGA,flank,k_only,2.0,0.23367303609848022,-0.3584587574005127,"[101, 226, 90]",0.11108998954296112,0.11878013610839844,0.10281923413276672,7.933806419372559,0.91116104194459
1PVGA,flank,k_only,4.0,0.1893455535173416,-0.4027862399816513,"[101, 226, 90]",0.05645029619336128,0.03678378835320473,0.03173312172293663,8.281624794006348,0.9511063766158461
1PVGA,flank,k_only,8.0,0.22223840653896332,-0.3698933869600296,"[101, 226, 90]",0.0437142513692379,0.003288004780188203,0.018165186047554016,8.347115516662598,0.9586276837840505
1PVGA,flank,k_only,10.0,0.22546041011810303,-0.3666713833808899,"[101, 226, 90]",0.04381421580910683,0.0010294867679476738,0.018207456916570663,8.344148635864258,0.9582869512205562
1PVGA,flank,k_only,12.0,0.2264314442873001,-0.3657003492116928,"[101, 226, 90]",0.043849118053913116,0.0003342094423715025,0.018219901248812675,8.34201431274414,0.9580418340630182
1PVGA,flank,k_only,14.0,0.2267291396856308,-0.3654026538133621,"[101, 226, 90]",0.04385986924171448,0.00011206357157789171,0.01822371408343315,8.34095573425293,0.957920261210084
1PVGA,flank,k_only,16.0,0.22682417929172516,-0.36530761420726776,"[101, 226, 90]",0.04386318102478981,3.862766607198864e-05,0.018224947154521942,8.340484619140625,0.9578661558142735
1PVGA,flank,k_only,32.0,0.2268705666065216,-0.3652612268924713,"[101, 226, 90]",0.043864693492650986,1.3334523707442258e-08,0.01822555996477604,8.340142250061035,0.9578268363059822
1PVGA,flank,v_only,0.0,0.5921317934989929,0.0,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,0.5,0.585510790348053,-0.006621003150939941,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,1.0,0.5781500935554504,-0.01398169994354248,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,2.0,0.5624238848686218,-0.029707908630371094,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,4.0,0.5010672807693481,-0.09106451272964478,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,8.0,0.0365944467484951,-0.5555373467504978,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,10.0,0.010716329328715801,-0.5814154641702771,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,12.0,0.008834626525640488,-0.5832971669733524,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,14.0,0.00802011787891388,-0.584111675620079,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,16.0,0.007870486006140709,-0.5842613074928522,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,flank,v_only,32.0,0.007430958561599255,-0.5847008349373937,"[101, 226, 90]",0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
