protein,base_setup,variant,alpha,anchor_positions,segment_metric,faithfulness,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
2B61A,clean,k_only,16.0,"[315, 163, 181]",0.009775090962648392,-0.033117264798883175,0.05478484928607941,7.628598541487008e-05,0.0222521610558033,8.301897048950195,0.9700267522580699
2B61A,clean,k_only,32.0,"[315, 163, 181]",0.009771120734512806,-0.033124537032674366,0.0547853484749794,7.094580212196888e-08,0.02225317619740963,8.301304817199707,0.9699575535390152
2B61A,clean,v_only,0.0,"[315, 163, 181]",0.573798656463623,1.0,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,0.5,"[315, 163, 181]",0.5816907286643982,1.0144558428838308,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,1.0,"[315, 163, 181]",0.5841904282569885,1.019034521797046,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,2.0,"[315, 163, 181]",0.5702622532844543,0.9935223997663223,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,4.0,"[315, 163, 181]",0.45751726627349854,0.7870083465864947,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,8.0,"[315, 163, 181]",0.07142062485218048,0.07979834592112706,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,10.0,"[315, 163, 181]",0.010740730911493301,-0.031348510151468605,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,12.0,"[315, 163, 181]",0.009492069482803345,-0.0336356728850367,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,14.0,"[315, 163, 181]",0.009280147030949593,-0.03402384947410201,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,16.0,"[315, 163, 181]",0.009236604906618595,-0.03410360522039324,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
2B61A,clean,v_only,32.0,"[315, 163, 181]",0.007925203070044518,-0.03650568903625342,0.33094823360443115,0.3145676553249359,0.28058332204818726,6.574741840362549,0.7682190512286114
1PVGA,clean,clean_baseline,nan,"[101, 226, 90]",0.5921317934989929,1.0,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,corrupt,corrupt_baseline,nan,"[101, 226, 417]",0.06444201618432999,0.0,0.20537728071212769,0.24495309591293335,0.18715031445026398,7.296830177307129,0.8380072610561239
1PVGA,clean,corrupt_head_patch,nan,"[101, 226, 90]",0.42344343662261963,0.6803266537873749,0.20537728071212769,0.2442745566368103,0.18715031445026398,7.296830177307129,0.8380072610561239
1PVGA,clean,ln_all,0.0,"[101, 226, 90]",0.5921317934989929,1.0,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,ln_all,0.5,"[101, 226, 90]",0.24836507439613342,0.34854390992329115,0.07957620918750763,0.0715489462018013,0.06190627068281174,8.151933670043945,0.936211949729906
1PVGA,clean,ln_all,1.0,"[101, 226, 90]",0.2949292063713074,0.43678539948204687,0.04429629445075989,0.012440263293683529,0.017994651570916176,8.340606689453125,0.9578801750261434
1PVGA,clean,ln_all,2.0,"[101, 226, 90]",0.33661168813705444,0.5157759040505894,0.04384458810091019,0.0004247658362146467,0.0182300116866827,8.341243743896484,0.9579533377880896
1PVGA,clean,ln_all,4.0,"[101, 226, 90]",0.32181316614151,0.4877319232275157,0.043864667415618896,1.0147192597287358e-06,0.018222101032733917,8.337762832641602,0.9575535711996117
1PVGA,clean,ln_all,8.0,"[101, 226, 90]",0.011093582957983017,-0.10109809876899538,0.043864697217941284,1.4951151428022058e-11,0.018153076991438866,8.335710525512695,0.9573178732000489
1PVGA,clean,ln_all,10.0,"[101, 226, 90]",0.008986692875623703,-0.10509076675866343,0.043864697217941284,6.538687776988517e-14,0.018115485087037086,8.335184097290039,0.95725741534886
1PVGA,clean,ln_all,12.0,"[101, 226, 90]",0.011416740715503693,-0.1004856977496594,0.043864697217941284,3.0103910934420417e-16,0.01808447763323784,8.334894180297852,0.9572241197206689
1PVGA,clean,ln_all,14.0,"[101, 226, 90]",0.010789327323436737,-0.10167467926690571,0.043864697217941284,1.460451064369537e-18,0.018062397837638855,8.334739685058594,0.9572063766556461
1PVGA,clean,ln_all,16.0,"[101, 226, 90]",0.009756919927895069,-0.10363114581207064,0.043864697217941284,7.506573586039228e-21,0.018048128113150597,8.334650993347168,0.9571961908220219
1PVGA,clean,ln_all,32.0,"[101, 226, 90]",0.0073586758226156235,-0.10817594506416864,0.043864697217941284,2.5258494502556544e-38,0.01802792027592659,8.334386825561523,0.9571658523713347
1PVGA,clean,k_only,0.0,"[101, 226, 90]",0.5921317934989929,1.0,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,k_only,0.5,"[101, 226, 90]",0.4922521114349365,0.810722726954595,0.2213243544101715,0.25210583209991455,0.21759796142578125,7.1752166748046875,0.8240405117056376
1PVGA,clean,k_only,1.0,"[101, 226, 90]",0.38455167412757874,0.606624709639517,0.17671450972557068,0.19988299906253815,0.1728203147649765,7.491208076477051,0.860330665457094
1PVGA,clean,k_only,2.0,"[101, 226, 90]",0.23367303609848022,0.32070172133207214,0.11108998954296112,0.11878013610839844,0.10281923413276672,7.933806419372559,0.91116104194459
1PVGA,clean,k_only,4.0,"[101, 226, 90]",0.1893455535173416,0.23669880051235348,0.05645029619336128,0.03678378835320473,0.03173312172293663,8.281624794006348,0.9511063766158461
1PVGA,clean,k_only,8.0,"[101, 226, 90]",0.22223840653896332,0.2990324943523378,0.0437142513692379,0.003288004780188203,0.018165186047554016,8.347115516662598,0.9586276837840505
1PVGA,clean,k_only,10.0,"[101, 226, 90]",0.22546041011810303,0.3051383613174627,0.04381421580910683,0.0010294867679476738,0.018207456916570663,8.344148635864258,0.9582869512205562
1PVGA,clean,k_only,12.0,"[101, 226, 90]",0.2264314442873001,0.3069785223570389,0.043849118053913116,0.0003342094423715025,0.018219901248812675,8.34201431274414,0.9580418340630182
1PVGA,clean,k_only,14.0,"[101, 226, 90]",0.2267291396856308,0.30754267086081627,0.04385986924171448,0.00011206357157789171,0.01822371408343315,8.34095573425293,0.957920261210084
1PVGA,clean,k_only,16.0,"[101, 226, 90]",0.22682417929172516,0.3077227759342516,0.04386318102478981,3.862766607198864e-05,0.018224947154521942,8.340484619140625,0.9578661558142735
1PVGA,clean,k_only,32.0,"[101, 226, 90]",0.2268705666065216,0.3078106823459174,0.043864693492650986,1.3334523707442258e-08,0.01822555996477604,8.340142250061035,0.9578268363059822
1PVGA,clean,v_only,0.0,"[101, 226, 90]",0.5921317934989929,1.0,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,0.5,"[101, 226, 90]",0.585510790348053,0.9874528493149265,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,1.0,"[101, 226, 90]",0.5781500935554504,0.9735039401091048,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,2.0,"[101, 226, 90]",0.5624238848686218,0.9437019440066655,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,4.0,"[101, 226, 90]",0.5010672807693481,0.8274279384507713,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,8.0,"[101, 226, 90]",0.0365944467484951,-0.052772614958635625,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,10.0,"[101, 226, 90]",0.010716329328715801,-0.10181301432257499,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,12.0,"[101, 226, 90]",0.008834626525640488,-0.10537894052385754,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,14.0,"[101, 226, 90]",0.00802011787891388,-0.10692247743084772,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,16.0,"[101, 226, 90]",0.007870486006140709,-0.10720603773314243,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
1PVGA,clean,v_only,32.0,"[101, 226, 90]",0.007430958561599255,-0.10803896545590057,0.27232056856155396,0.3109551668167114,0.26769930124282837,6.796917915344238,0.7805946455455216
