protein,alpha,position_type,n_positions,norm_ratio_mean,cosine_sim_mean
1B5QA,32.0,non_anchor,469,10.380053520202637,-0.2819741666316986
1B63A,0.0,anchor,3,1.0,1.0
1B63A,0.0,non_anchor,330,1.0,1.0
1B63A,0.5,anchor,3,0.8597009778022766,0.9704774022102356
1B63A,0.5,non_anchor,330,0.7783938050270081,0.9563234448432922
1B63A,1.0,anchor,3,0.788260281085968,0.9052961468696594
1B63A,1.0,non_anchor,330,0.6630825996398926,0.8243217468261719
1B63A,2.0,anchor,3,0.7372143268585205,0.7796354293823242
1B63A,2.0,non_anchor,330,0.6268604397773743,0.6247608661651611
1B63A,4.0,anchor,3,0.7855565547943115,0.5047511458396912
1B63A,4.0,non_anchor,330,0.6276169419288635,0.5168167948722839
1B63A,8.0,anchor,3,1.4489145278930664,0.13161830604076385
1B63A,8.0,non_anchor,330,0.6943819522857666,0.3732309341430664
1B63A,10.0,anchor,3,2.4271886348724365,-0.03455064818263054
1B63A,10.0,non_anchor,330,0.9142492413520813,0.21794909238815308
1B63A,12.0,anchor,3,3.638228416442871,-0.16049867868423462
1B63A,12.0,non_anchor,330,1.3047516345977783,0.07537100464105606
1B63A,14.0,anchor,3,4.27096700668335,-0.205816388130188
1B63A,14.0,non_anchor,330,1.7817792892456055,-0.026270143687725067
1B63A,16.0,anchor,3,4.869243144989014,-0.2268720418214798
1B63A,16.0,non_anchor,330,2.308006763458252,-0.09530463069677353
1B63A,32.0,anchor,3,11.053400993347168,-0.2800758481025696
1B63A,32.0,non_anchor,330,7.3749895095825195,-0.2102356255054474
1BRTA,0.0,anchor,3,1.0,1.0
1BRTA,0.0,non_anchor,274,1.0,1.0
1BRTA,0.5,anchor,3,0.9312252402305603,0.9674584269523621
1BRTA,0.5,non_anchor,274,0.8625767827033997,0.9597001075744629
1BRTA,1.0,anchor,3,0.8780515193939209,0.8692348003387451
1BRTA,1.0,non_anchor,274,0.7470077276229858,0.8331996202468872
1BRTA,2.0,anchor,3,0.7957809567451477,0.6092097163200378
1BRTA,2.0,non_anchor,274,0.6603801846504211,0.5677234530448914
1BRTA,4.0,anchor,3,0.7689946293830872,0.38611653447151184
1BRTA,4.0,non_anchor,274,0.6435152292251587,0.4312116801738739
1BRTA,8.0,anchor,3,1.7128419876098633,0.11909519881010056
1BRTA,8.0,non_anchor,274,0.6703039407730103,0.395038902759552
1BRTA,10.0,anchor,3,2.9802029132843018,-0.010395911522209644
1BRTA,10.0,non_anchor,274,0.8170611262321472,0.32084155082702637
1BRTA,12.0,anchor,3,3.8737471103668213,-0.018498091027140617
1BRTA,12.0,non_anchor,274,1.1484365463256836,0.2420506775379181
1BRTA,14.0,anchor,3,4.705755710601807,-0.02365761436522007
1BRTA,14.0,non_anchor,274,1.5708012580871582,0.17680005729198456
1BRTA,16.0,anchor,3,5.352236270904541,0.0074388631619513035
1BRTA,16.0,non_anchor,274,2.0676193237304688,0.11580481380224228
1BRTA,32.0,anchor,3,13.21117115020752,-0.05135594680905342
1BRTA,32.0,non_anchor,274,7.544608116149902,-0.027630707249045372
1BS0A,0.0,anchor,3,1.0,1.0
1BS0A,0.0,non_anchor,381,1.0,1.0
1BS0A,0.5,anchor,3,0.8467891216278076,0.9708052277565002
1BS0A,0.5,non_anchor,381,0.7908028960227966,0.9575488567352295
1BS0A,1.0,anchor,3,0.7378174662590027,0.861457884311676
1BS0A,1.0,non_anchor,381,0.67433762550354,0.8177450299263
1BS0A,2.0,anchor,3,0.6533380150794983,0.65900057554245
1BS0A,2.0,non_anchor,381,0.6058489084243774,0.5949864983558655
1BS0A,4.0,anchor,3,0.6733949780464172,0.4119192361831665
1BS0A,4.0,non_anchor,381,0.5858600735664368,0.4574337899684906
1BS0A,8.0,anchor,3,1.2448853254318237,0.17668990790843964
1BS0A,8.0,non_anchor,381,0.6174153685569763,0.3846912980079651
1BS0A,10.0,anchor,3,2.4867236614227295,-0.1081329956650734
1BS0A,10.0,non_anchor,381,0.8146041631698608,0.2355891913175583
1BS0A,12.0,anchor,3,3.4943559169769287,-0.19269974529743195
1BS0A,12.0,non_anchor,381,1.2726768255233765,0.06286419183015823
1BS0A,14.0,anchor,3,4.701232433319092,-0.22695843875408173
1BS0A,14.0,non_anchor,381,1.8705766201019287,-0.056307073682546616
1BS0A,16.0,anchor,3,5.740786075592041,-0.2333238124847412
1BS0A,16.0,non_anchor,381,2.512413263320923,-0.1271694451570511
1BS0A,32.0,anchor,3,12.93993091583252,-0.23752455413341522
1BS0A,32.0,non_anchor,381,8.31817626953125,-0.18639211356639862
1BYIA,0.0,anchor,3,1.0,0.9999999403953552
1BYIA,0.0,non_anchor,221,1.0,1.0
1BYIA,0.5,anchor,3,0.9128046631813049,0.9834354519844055
1BYIA,0.5,non_anchor,221,0.7466846108436584,0.9310500621795654
1BYIA,1.0,anchor,3,0.8251461386680603,0.9247215390205383
1BYIA,1.0,non_anchor,221,0.6505569815635681,0.792015790939331
1BYIA,2.0,anchor,3,0.8014337420463562,0.8041793704032898
1BYIA,2.0,non_anchor,221,0.5981234312057495,0.6475638151168823
1BYIA,4.0,anchor,3,0.7931841015815735,0.6350175738334656
1BYIA,4.0,non_anchor,221,0.5867453813552856,0.5606023669242859
1BYIA,8.0,anchor,3,1.2273298501968384,0.37540629506111145
1BYIA,8.0,non_anchor,221,0.6026363968849182,0.516930341720581
1BYIA,10.0,anchor,3,1.9400113821029663,0.12132525444030762
1BYIA,10.0,non_anchor,221,0.7035390138626099,0.4181406497955322
1BYIA,12.0,anchor,3,2.5391249656677246,0.01964607648551464
1BYIA,12.0,non_anchor,221,0.9204145669937134,0.3149222135543823
1BYIA,14.0,anchor,3,3.2148544788360596,-0.0002714304137043655
1BYIA,14.0,non_anchor,221,1.1949985027313232,0.247429758310318
1BYIA,16.0,anchor,3,4.305236339569092,-0.029131626710295677
1BYIA,16.0,non_anchor,221,1.5004816055297852,0.20462873578071594
1BYIA,32.0,anchor,3,9.66904354095459,-0.07252071052789688
1BYIA,32.0,non_anchor,221,5.435550212860107,0.031451135873794556
1C3PA,0.0,anchor,3,1.0,0.9999999403953552
1C3PA,0.0,non_anchor,372,1.0,1.0
1C3PA,0.5,anchor,3,0.876889705657959,0.9470856785774231
1C3PA,0.5,non_anchor,372,0.7717278599739075,0.9384950995445251
1C3PA,1.0,anchor,3,0.7976939082145691,0.8113771080970764
1C3PA,1.0,non_anchor,372,0.6232021450996399,0.656773567199707
1C3PA,2.0,anchor,3,0.7314912676811218,0.346453994512558
1C3PA,2.0,non_anchor,372,0.5707148313522339,0.1275760680437088
1C3PA,4.0,anchor,3,0.7745063304901123,0.0648268386721611
1C3PA,4.0,non_anchor,372,0.556752622127533,-0.1925184577703476
1C3PA,8.0,anchor,3,1.7180794477462769,-0.01019726600497961
1C3PA,8.0,non_anchor,372,0.6153967380523682,-0.23425962030887604
1C3PA,10.0,anchor,3,2.843078851699829,-0.12068048119544983
1C3PA,10.0,non_anchor,372,0.7950212955474854,-0.23920679092407227
1C3PA,12.0,anchor,3,3.8311126232147217,-0.20009295642375946
1C3PA,12.0,non_anchor,372,1.100529432296753,-0.2304050326347351
1C3PA,14.0,anchor,3,4.951493740081787,-0.19841141998767853
1C3PA,14.0,non_anchor,372,1.4585697650909424,-0.21550586819648743
1C3PA,16.0,anchor,3,6.041970729827881,-0.18683648109436035
1C3PA,16.0,non_anchor,372,1.8470284938812256,-0.1999402642250061
1C3PA,32.0,anchor,3,12.573832511901855,-0.11050311475992203
1C3PA,32.0,non_anchor,372,6.309933185577393,-0.09794196486473083
1COJA,0.0,anchor,3,1.0,1.0
1COJA,0.0,non_anchor,209,1.0,1.0
1COJA,0.5,anchor,3,0.8742820620536804,0.9808200001716614
1COJA,0.5,non_anchor,209,0.7782348990440369,0.9651339054107666
1COJA,1.0,anchor,3,0.7240166664123535,0.8778233528137207
1COJA,1.0,non_anchor,209,0.5619214177131653,0.673984944820404
1COJA,2.0,anchor,3,0.6285080909729004,0.4713223874568939
1COJA,2.0,non_anchor,209,0.530763566493988,0.05568492412567139
1COJA,4.0,anchor,3,0.5816724896430969,0.36559176445007324
1COJA,4.0,non_anchor,209,0.5258289575576782,-0.07332272082567215
1COJA,8.0,anchor,3,1.1047881841659546,-0.022273441776633263
1COJA,8.0,non_anchor,209,0.5404516458511353,-0.10474443435668945
1COJA,10.0,anchor,3,2.2831976413726807,-0.16392704844474792
1COJA,10.0,non_anchor,209,0.613885760307312,-0.10576369613409042
1COJA,12.0,anchor,3,2.9524478912353516,-0.1685359925031662
1COJA,12.0,non_anchor,209,0.7454396486282349,-0.10186664760112762
1COJA,14.0,anchor,3,3.428211212158203,-0.1561998873949051
1COJA,14.0,non_anchor,209,0.9236037731170654,-0.09547663480043411
1COJA,16.0,anchor,3,3.82388973236084,-0.11588726192712784
1COJA,16.0,non_anchor,209,1.1405243873596191,-0.0841260626912117
1COJA,32.0,anchor,3,8.5269775390625,-0.0784081295132637
1COJA,32.0,non_anchor,209,4.381338596343994,0.012648451142013073
1CUKA,0.0,anchor,3,1.0,1.0
1CUKA,0.0,non_anchor,200,1.0,1.0
1CUKA,0.5,anchor,3,0.8586726784706116,0.9737747311592102
1CUKA,0.5,non_anchor,200,0.7766274809837341,0.967759370803833
1CUKA,1.0,anchor,3,0.7432141900062561,0.8716521263122559
1CUKA,1.0,non_anchor,200,0.5502514243125916,0.7791966199874878
1CUKA,2.0,anchor,3,0.6487210392951965,0.5168558955192566
1CUKA,2.0,non_anchor,200,0.4357440173625946,0.2137129157781601
1CUKA,4.0,anchor,3,0.7678139209747314,0.36083999276161194
1CUKA,4.0,non_anchor,200,0.39540180563926697,-0.0804588720202446
1CUKA,8.0,anchor,3,1.1155312061309814,0.17314045131206512
1CUKA,8.0,non_anchor,200,0.4012896418571472,-0.18271799385547638
1CUKA,10.0,anchor,3,1.8783621788024902,-0.06466642022132874
1CUKA,10.0,non_anchor,200,0.4493856728076935,-0.18213599920272827
1CUKA,12.0,anchor,3,2.3613126277923584,-0.04286644235253334
1CUKA,12.0,non_anchor,200,0.5631498098373413,-0.16310915350914001
1CUKA,14.0,anchor,3,2.7950851917266846,-0.07913964986801147
1CUKA,14.0,non_anchor,200,0.7289537191390991,-0.13851529359817505
1CUKA,16.0,anchor,3,3.2585513591766357,-0.08221299946308136
1CUKA,16.0,non_anchor,200,0.9372789263725281,-0.11460621654987335
1CUKA,32.0,anchor,3,7.674050807952881,-0.13518869876861572
1CUKA,32.0,non_anchor,200,3.8515067100524902,-0.0008197379065677524
1D2SA,0.0,anchor,3,1.0,1.0
1D2SA,0.0,non_anchor,167,1.0,1.0
1D2SA,0.5,anchor,3,0.8301623463630676,0.9808135628700256
1D2SA,0.5,non_anchor,167,0.7456135153770447,0.9709446430206299
1D2SA,1.0,anchor,3,0.6533147692680359,0.8898983001708984
1D2SA,1.0,non_anchor,167,0.4988419711589813,0.7580621838569641
1D2SA,2.0,anchor,3,0.5088080763816833,0.503303587436676
1D2SA,2.0,non_anchor,167,0.3994951844215393,0.07592513412237167
1D2SA,4.0,anchor,3,0.48282432556152344,0.13576319813728333
1D2SA,4.0,non_anchor,167,0.4039912521839142,-0.20623333752155304
1D2SA,8.0,anchor,3,1.299476981163025,-0.08478798717260361
1D2SA,8.0,non_anchor,167,0.4125092029571533,-0.24531477689743042
1D2SA,10.0,anchor,3,1.9646530151367188,-0.12931381165981293
1D2SA,10.0,non_anchor,167,0.4474736750125885,-0.23577451705932617
1D2SA,12.0,anchor,3,2.410133123397827,-0.1375049203634262
1D2SA,12.0,non_anchor,167,0.5157421231269836,-0.21534107625484467
1D2SA,14.0,anchor,3,2.9270942211151123,-0.15537670254707336
1D2SA,14.0,non_anchor,167,0.6286956667900085,-0.18736064434051514
1D2SA,16.0,anchor,3,3.5081844329833984,-0.15653003752231598
1D2SA,16.0,non_anchor,167,0.7863713502883911,-0.15930844843387604
1D2SA,32.0,anchor,3,8.204243659973145,-0.135324165225029
1D2SA,32.0,non_anchor,167,3.3499596118927,-0.01810966432094574
1DCSA,0.0,anchor,3,1.0,1.0
1DCSA,0.0,non_anchor,308,1.0,1.0
1DCSA,0.5,anchor,3,0.7761010527610779,0.9259305596351624
1DCSA,0.5,non_anchor,308,0.725037157535553,0.8751869797706604
1DCSA,1.0,anchor,3,0.6635214686393738,0.6555260419845581
1DCSA,1.0,non_anchor,308,0.6569538116455078,0.4780215919017792
1DCSA,2.0,anchor,3,0.6811904311180115,0.21325230598449707
1DCSA,2.0,non_anchor,308,0.7017563581466675,0.14466451108455658
1DCSA,4.0,anchor,3,0.717897355556488,0.1450345367193222
1DCSA,4.0,non_anchor,308,0.7202921509742737,0.06232514977455139
1DCSA,8.0,anchor,3,1.7152161598205566,-0.09626487642526627
1DCSA,8.0,non_anchor,308,0.7984477281570435,0.019527070224285126
1DCSA,10.0,anchor,3,2.968597650527954,-0.21531696617603302
1DCSA,10.0,non_anchor,308,1.021098256111145,-0.02115403488278389
1DCSA,12.0,anchor,3,4.516679286956787,-0.26306888461112976
1DCSA,12.0,non_anchor,308,1.428800344467163,-0.04709431529045105
1DCSA,14.0,anchor,3,5.675459384918213,-0.2816300392150879
1DCSA,14.0,non_anchor,308,1.9439547061920166,-0.05997210741043091
1DCSA,16.0,anchor,3,6.553536891937256,-0.278171181678772
1DCSA,16.0,non_anchor,308,2.5117385387420654,-0.06887651234865189
1DCSA,32.0,anchor,3,14.711677551269531,-0.26405617594718933
1DCSA,32.0,non_anchor,308,8.68142032623291,-0.061186425387859344
1DPGA,0.0,anchor,3,1.0,1.0
1DPGA,0.0,non_anchor,482,1.0,1.0
1DPGA,0.5,anchor,3,0.857853353023529,0.9846546649932861
1DPGA,0.5,non_anchor,482,0.7959980368614197,0.9804765582084656
1DPGA,1.0,anchor,3,0.701975405216217,0.9173576235771179
1DPGA,1.0,non_anchor,482,0.5743198990821838,0.8639746904373169
1DPGA,2.0,anchor,3,0.4852607548236847,0.43912196159362793
1DPGA,2.0,non_anchor,482,0.4216768741607666,0.41213059425354004
1DPGA,4.0,anchor,3,0.48597195744514465,0.19514743983745575
1DPGA,4.0,non_anchor,482,0.4063422381877899,0.2400418519973755
1DPGA,8.0,anchor,3,0.8100072741508484,0.1690007895231247
1DPGA,8.0,non_anchor,482,0.4671066999435425,0.12367743998765945
1DPGA,10.0,anchor,3,1.2655328512191772,0.028115158900618553
1DPGA,10.0,non_anchor,482,0.6702970266342163,-0.0005008570733480155
1DPGA,12.0,anchor,3,2.302380323410034,-0.20058183372020721
1DPGA,12.0,non_anchor,482,0.9985756874084473,-0.11021333932876587
1DPGA,14.0,anchor,3,2.9669723510742188,-0.25342509150505066
1DPGA,14.0,non_anchor,482,1.4122130870819092,-0.20274916291236877
1DPGA,16.0,anchor,3,3.5610904693603516,-0.21896450221538544
1DPGA,16.0,non_anchor,482,1.876123070716858,-0.25631701946258545
1DPGA,32.0,anchor,3,7.848387241363525,-0.07089700549840927
1DPGA,32.0,non_anchor,482,6.030738353729248,-0.3075166344642639
1DXYA,0.0,anchor,3,1.0,1.0000001192092896
1DXYA,0.0,non_anchor,330,1.0,1.0
1DXYA,0.5,anchor,3,0.8966947197914124,0.9573796391487122
1DXYA,0.5,non_anchor,330,0.7972235679626465,0.935897707939148
1DXYA,1.0,anchor,3,0.8324403166770935,0.8664506077766418
1DXYA,1.0,non_anchor,330,0.7146613001823425,0.7868813276290894
1DXYA,2.0,anchor,3,0.8385302424430847,0.7571863532066345
1DXYA,2.0,non_anchor,330,0.6852149963378906,0.5873704552650452
1DXYA,4.0,anchor,3,0.9258906245231628,0.66187983751297
1DXYA,4.0,non_anchor,330,0.6859976649284363,0.5010729432106018
1DXYA,8.0,anchor,3,2.222053050994873,0.37889304757118225
1DXYA,8.0,non_anchor,330,0.7080193758010864,0.4645932614803314
1DXYA,10.0,anchor,3,3.4357376098632812,0.26625344157218933
1DXYA,10.0,non_anchor,330,0.8665885329246521,0.37043747305870056
1DXYA,12.0,anchor,3,4.903125762939453,0.1840154528617859
1DXYA,12.0,non_anchor,330,1.2300156354904175,0.27112218737602234
1DXYA,14.0,anchor,3,6.068258285522461,0.14682137966156006
1DXYA,14.0,non_anchor,330,1.7424705028533936,0.19089020788669586
1DXYA,16.0,anchor,3,7.0936808586120605,0.1395798772573471
1DXYA,16.0,non_anchor,330,2.364786148071289,0.12206511199474335
1DXYA,32.0,anchor,3,17.0075740814209,0.06404935568571091
1DXYA,32.0,non_anchor,330,9.109429359436035,-0.04749930649995804
1DYPA,0.0,anchor,3,1.0,1.0
1DYPA,0.0,non_anchor,268,1.0,1.0
1DYPA,0.5,anchor,3,0.8187974095344543,0.9489161372184753
1DYPA,0.5,non_anchor,268,0.7504732608795166,0.8913465738296509
1DYPA,1.0,anchor,3,0.7253974080085754,0.7663823962211609
1DYPA,1.0,non_anchor,268,0.6596623659133911,0.5735434293746948
1DYPA,2.0,anchor,3,0.6896800994873047,0.4984069764614105
1DYPA,2.0,non_anchor,268,0.6424806714057922,0.21817706525325775
1DYPA,4.0,anchor,3,0.6519973278045654,0.26107409596443176
1DYPA,4.0,non_anchor,268,0.6388821005821228,0.04528466984629631
1DYPA,8.0,anchor,3,1.4992884397506714,-0.015824759379029274
1DYPA,8.0,non_anchor,268,0.7609481811523438,-0.020633209496736526
1DYPA,10.0,anchor,3,2.7688186168670654,-0.11346236616373062
1DYPA,10.0,non_anchor,268,1.0225749015808105,-0.06195120885968208
1DYPA,12.0,anchor,3,3.585965871810913,-0.134609654545784
1DYPA,12.0,non_anchor,268,1.4058398008346558,-0.07876909524202347
1DYPA,14.0,anchor,3,4.339918613433838,-0.12504936754703522
1DYPA,14.0,non_anchor,268,1.8406587839126587,-0.07629915326833725
1DYPA,16.0,anchor,3,5.114010810852051,-0.11109926551580429
1DYPA,16.0,non_anchor,268,2.3185157775878906,-0.06792532652616501
1DYPA,32.0,anchor,3,13.878426551818848,-0.1728910654783249
1DYPA,32.0,non_anchor,268,7.922255039215088,-0.04118594154715538
1E0CA,0.0,anchor,3,1.0,1.0
1E0CA,0.0,non_anchor,268,1.0,1.0
1E0CA,0.5,anchor,3,0.8914453387260437,0.9330682754516602
1E0CA,0.5,non_anchor,268,0.7743399739265442,0.8880369067192078
1E0CA,1.0,anchor,3,0.8794001936912537,0.8298130035400391
1E0CA,1.0,non_anchor,268,0.7285632491111755,0.7114160656929016
1E0CA,2.0,anchor,3,0.9045256972312927,0.695859968662262
1E0CA,2.0,non_anchor,268,0.7264136075973511,0.5836435556411743
1E0CA,4.0,anchor,3,1.015188217163086,0.6158359050750732
1E0CA,4.0,non_anchor,268,0.7289304733276367,0.5475013852119446
1E0CA,8.0,anchor,3,1.9051088094711304,0.4179578721523285
1E0CA,8.0,non_anchor,268,0.7517236471176147,0.5224525332450867
1E0CA,10.0,anchor,3,2.494016647338867,0.3747071325778961
1E0CA,10.0,non_anchor,268,0.8768064379692078,0.4574848711490631
1E0CA,12.0,anchor,3,3.5745809078216553,0.28986063599586487
1E0CA,12.0,non_anchor,268,1.1865088939666748,0.3630850613117218
1E0CA,14.0,anchor,3,4.544000148773193,0.23164422810077667
1E0CA,14.0,non_anchor,268,1.6363753080368042,0.278634637594223
1E0CA,16.0,anchor,3,5.336273670196533,0.20752139389514923
1E0CA,16.0,non_anchor,268,2.1489508152008057,0.2153836488723755
1E0CA,32.0,anchor,3,12.661103248596191,-0.01027661468833685
1E0CA,32.0,non_anchor,268,8.36367416381836,0.003121677553281188
1E5KA,0.0,anchor,3,1.0,1.0
1E5KA,0.0,non_anchor,198,1.0,1.0
1E5KA,0.5,anchor,3,0.8705406188964844,0.9515569806098938
1E5KA,0.5,non_anchor,198,0.801854133605957,0.9454200863838196
1E5KA,1.0,anchor,3,0.7631773352622986,0.8079234957695007
1E5KA,1.0,non_anchor,198,0.6261031627655029,0.6645779013633728
1E5KA,2.0,anchor,3,0.6669344305992126,0.29599958658218384
1E5KA,2.0,non_anchor,198,0.589444100856781,0.113906629383564
1E5KA,4.0,anchor,3,0.7153360247612,0.13957679271697998
1E5KA,4.0,non_anchor,198,0.5864576101303101,-0.036781035363674164
1E5KA,8.0,anchor,3,1.438461184501648,-0.016039526090025902
1E5KA,8.0,non_anchor,198,0.6552753448486328,-0.06361112743616104
1E5KA,10.0,anchor,3,2.4122369289398193,-0.04670599475502968
1E5KA,10.0,non_anchor,198,0.829655647277832,-0.07811529189348221
1E5KA,12.0,anchor,3,3.42820143699646,-0.061935827136039734
1E5KA,12.0,non_anchor,198,1.0441409349441528,-0.0814424455165863
1E5KA,14.0,anchor,3,4.3944525718688965,-0.07374641299247742
1E5KA,14.0,non_anchor,198,1.2837880849838257,-0.07627338916063309
1E5KA,16.0,anchor,3,5.365694522857666,-0.0883198082447052
1E5KA,16.0,non_anchor,198,1.5614303350448608,-0.0671919584274292
1E5KA,32.0,anchor,3,12.178372383117676,-0.03156339377164841
1E5KA,32.0,non_anchor,198,5.206016540527344,0.017555247992277145
1E6UA,0.0,anchor,3,1.0,1.0
1E6UA,0.0,non_anchor,318,1.0,1.0
1E6UA,0.5,anchor,3,0.817070722579956,0.9414817690849304
1E6UA,0.5,non_anchor,318,0.8172358870506287,0.9387903809547424
1E6UA,1.0,anchor,3,0.7580830454826355,0.7817333340644836
1E6UA,1.0,non_anchor,318,0.7545427083969116,0.8157809376716614
1E6UA,2.0,anchor,3,0.7574152946472168,0.536996603012085
1E6UA,2.0,non_anchor,318,0.7150726318359375,0.6688226461410522
1E6UA,4.0,anchor,3,0.7555444240570068,0.4113101661205292
1E6UA,4.0,non_anchor,318,0.7002859115600586,0.6168214678764343
1E6UA,8.0,anchor,3,1.2832695245742798,0.17726576328277588
1E6UA,8.0,non_anchor,318,0.7196708917617798,0.5918667912483215
1E6UA,10.0,anchor,3,2.4606597423553467,-0.09337059408426285
1E6UA,10.0,non_anchor,318,0.8215698599815369,0.5245533585548401
1E6UA,12.0,anchor,3,3.294313430786133,-0.13851416110992432
1E6UA,12.0,non_anchor,318,1.0620321035385132,0.40841445326805115
1E6UA,14.0,anchor,3,4.146994113922119,-0.10949844121932983
1E6UA,14.0,non_anchor,318,1.4408228397369385,0.2866564989089966
1E6UA,16.0,anchor,3,4.796255588531494,-0.07416054606437683
1E6UA,16.0,non_anchor,318,1.9067178964614868,0.20164422690868378
1E6UA,32.0,anchor,3,10.966155052185059,-0.09321614354848862
1E6UA,32.0,non_anchor,318,7.318908214569092,-0.0006534918211400509
1EAJA,0.0,anchor,3,1.0,1.0
1EAJA,0.0,non_anchor,123,1.0,1.0
1EAJA,0.5,anchor,3,0.8461918234825134,0.9461290240287781
1EAJA,0.5,non_anchor,123,0.7223631739616394,0.9278887510299683
1EAJA,1.0,anchor,3,0.7411277890205383,0.7620415687561035
1EAJA,1.0,non_anchor,123,0.5629450678825378,0.5676832795143127
1EAJA,2.0,anchor,3,0.7431910037994385,0.365013986825943
1EAJA,2.0,non_anchor,123,0.5458042025566101,0.06411493569612503
1EAJA,4.0,anchor,3,0.8488984704017639,0.25854599475860596
1EAJA,4.0,non_anchor,123,0.533911406993866,-0.1287699192762375
1EAJA,8.0,anchor,3,2.0980780124664307,0.029781365767121315
1EAJA,8.0,non_anchor,123,0.5291118025779724,-0.1444159299135208
